title,content,url,sub_title,year
"Genome sequence of Phytophthora fragariae var. fragariae, a quarantine plant-pathogenic fungus","… genomic studies involving plant-pathogenic fungi. The research article about this plant-pathogenic 
fungus will be published in the future. … This whole-genome project has been deposited in 
GenBank under the accession no. JHVZ00000000. The version described in this paper …",https://journals.asm.org/doi/abs/10.1128/genomeA.00034-15,"R Gao, Y Cheng, Y Wang, Y Wang, L Guo… - Genome …, 2015 - Am Soc Microbiol",2015
Unraveling the DNA myth,"… the alien gene, as a matter of fact the plant’s own genetic system has been unwittingly altered 
… undertakings of our time, the Human Genome Project, the theory collapsed under the weight 
… In short, the most dramatic achievement to date of the $3 billion Human Genome Project is …",https://www.ratical.org/co-globalize/UnrvlDNAmyth.pdf,"B Commoner - Harpers, 2002 - ratical.org",2002
SNPhylo: a pipeline to construct a phylogenetic tree from huge SNP data,"… Arabidopsis has been used as a model plant since its whole genome was sequenced [1] 
because of its small genome size, small physical size amenable to laboratory experiments, and 
short life-cycle. Since the first genome sequence was released, much Arabidopsis genome …",https://link.springer.com/article/10.1186/1471-2164-15-162,"TH Lee, H Guo, X Wang, C Kim, AH Paterson - BMC genomics, 2014 - Springer",2014
"Genome sequence of a plant growth-promoting rhizobacterium, Pseudomonas sp. strain 31-12","… ABSTRACT We present here a draft genome sequence of Pseudomonas sp. strain 31-12, 
a plant growth-promoting rhizobacterium of … strain 31-12 was isolated from the rhizosphere 
of corn and has characteristic plant growth promotion when applied as an inoculate to crop …",https://journals.asm.org/doi/abs/10.1128/mra.00947-18,"RK Hynes, TJ Dumonceaux, J Kangsopa… - Microbiology resource …, 2018 - Am Soc Microbiol",2018
The Amborella genome and the evolution of flowering plants,"… basal extant flowering plant and its genome is anticipated to provide insights into the evolution 
of plant life on … Authorship of this paper should be cited as “Amborella Genome Project.” 
Participants are arranged by working … Estill made major and equal contributions to this project. …",https://science.sciencemag.org/content/342/6165/1241089.abstract,"VA Albert, WB Barbazuk, CW Depamphilis… - …, 2013 - science.sciencemag.org",2013
A genome scan for quantitative trait loci affecting cyanogenic potential of cassava root in an outbred population,"Cassava (Manihot esculenta Crantz) can produce cyanide, a toxic compound, without self-injury. 
That ability was called the cyanogenic potential (CN). This project aimed to identify 
quantitative trait loci (QTL) associated with the CN in an outbred population derived from '…",https://link.springer.com/article/10.1186/1471-2164-12-266,"S Whankaew, S Poopear, S Kanjanawattanawong… - BMC genomics, 2011 - Springer",2011
One ring to rule them all? Genome sequencing provides new insights into the 'master circle'model of plant mitochondrial DNA structure,"… By extracting mtDNA reads from the Mimulus genome project, Mower et al. obtained 
unusually high physical coverage for a plant mitochondrial genome, resulting from deep Sanger 
sequencing (> 100×) of libraries with larger insert sizes (up to 35 kb). These data were used to …",https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.12395,"DB Sloan - New Phytologist, 2013 - Wiley Online Library",2013
A comparative analysis of the Lactuca and Helianthus (Asteraceae) plastid genomes: identification of divergent regions and categorization of shared repeats,"We have sequenced two complete chloroplast genomes in the Asteraceae, Helianthus annuus 
(sunflower), and Lactuca sativa (lettuce), which belong to the distantly related subfamilies, 
Asteroideae and Cichorioideae, respectively. The Helianthus chloroplast genome is 151 …",https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.3732/ajb.94.3.302,"RE Timme, JV Kuehl, JL Boore… - American Journal of …, 2007 - Wiley Online Library",2007
First fungal genome sequence from Africa: a preliminary analysis,"… Perhaps more importantly, this project has engaged a relatively large group of scientists 
including students in a significant genome project … and feed stocks, these toxins have also 
been shown to be important in plant pathogenesis.38 A comparative analysis of the F. circinatum …",https://journals.co.za/doi/abs/10.10520/EJC97196,"BD Wingfield, ET Steenkamp, QC Santana… - South African Journal …, 2012 - journals.co.za",2012
The medicinal herb Panax notoginseng genome provides insights into ginsenoside biosynthesis and genome evolution,"… In conclusion, we present a draft genome assembly of the diploid P. notoginseng species 
widely grown in southwestern China. Together with … All the data generated in this genome 
project, including the genome assembly, gene prediction, gene functional annotations, and …",https://www.cell.com/molecular-plant/pdf/S1674-2052(17)30073-4.pdf,"D Zhang, W Li, E Xia, Q Zhang, Y Liu, Y Zhang, Y Tong… - Molecular plant, 2017 - cell.com",2017
Emerging knowledge from genome sequencing of crop species,"… into the genome composition, organization, and evolution have been gained from the plant 
genome sequencing and annotation ongoing projects. The analysis of crop genomes provided 
surprising evidences with important implications in plant origin and evolution: genome …",https://link.springer.com/article/10.1007/s12033-011-9443-1,"D Barabaschi, D Guerra, K Lacrima, P Laino… - Molecular …, 2012 - Springer",2012
The rice blast pathosystem as a case study for the development of new tools and raw materials for genome analysis of fungal plant pathogens,"… To launch the genome project, a genomic framework was constructed from a large insert (c. 
130kb) BAC library with a 25X genome … In 2001, the NSF Plant Genome program funded 
the ‘whole genome analysis of pathogen‐host recognition and subsequent responses in …",https://nph.onlinelibrary.wiley.com/doi/abs/10.1046/j.1469-8137.2003.00787.x,"T K. Mitchell, MR Thon, JS Jeong, D Brown… - New …, 2003 - Wiley Online Library",2003
Reductive evolution suggested from the complete genome sequence of a plant-pathogenic phytoplasma,"… We report the 860-kb genome of the obligate intracellular plant pathogen phytoplasma (Candidatus 
Phytoplasma asteris, OY strain). The phytoplasma genome encodes even fewer metabolic 
functions than do mycoplasma genomes. It lacks the pentose phosphate cycle and, …",https://www.nature.com/articles/ng1277,"K Oshima, S Kakizawa, H Nishigawa, HY Jung, W Wei… - Nature …, 2004 - nature.com",2004
The draft genome of the transgenic tropical fruit tree papaya (Carica papaya Linnaeus),"… Repeat sequences were identified in the assembled genome and masked by RepeatMasker, 
RepeatScout and TransposonPSI, based on known repeat elements in RepBase databases 
and TIGR Plant Repeat Databases, and the papaya novel repeat database constructed in …",https://www.nature.com/articles/nature06856,"R Ming, S Hou, Y Feng, Q Yu, A Dionne-Laporte… - Nature, 2008 - nature.com",2008
Ancestral grass karyotype reconstruction unravels new mechanisms of genome shuffling as a source of plant evolution,"… Here, we undertook a new scale of plant genome comparisons because of the sets of closely 
related genomes that have been fully sequenced since early 2010 (rice, sorghum, maize, 
Brachypodium). We conducted a reconstruction of the AGK, in terms of ancestral gene order, …",https://genome.cshlp.org/content/20/11/1545.short,"F Murat, JH Xu, E Tannier, M Abrouk, N Guilhot… - Genome …, 2010 - genome.cshlp.org",2010
Earth BioGenome Project: Sequencing life for the future of life,"… Driven by the technological advances made during the Human Genome Project, … the Human 
Genome Project to date have resulted just from sequencing the human genome and … similar 
to or exceeding those of the Human Genome Project. Importantly, the distribution of much of …",https://www.pnas.org/content/115/17/4325.short,"HA Lewin, GE Robinson, WJ Kress… - Proceedings of the …, 2018 - National Acad Sciences",2018
It's more than stamp collecting: how genome sequencing can unify biological research,"… For example, the initial sequence from the Honeybee Genome Project quickly showed that 
the hymenoptera (ants, … Plant Genome Initiative is making progress, especially with the iPlant 
database [89], but the objectives of its latest 5-year plan no longer include sequencing plant …",https://www.sciencedirect.com/science/article/pii/S0168952515000888,"S Richards - Trends in Genetics, 2015 - Elsevier",2015
The tomato genome sequence provides insights into fleshy fruit evolution,"… Tomato (Solanum lycopersicum) is a major crop plant and a model system for fruit development. 
Solanum is one of the largest angiosperm genera 1 and includes annual and perennial 
plants from diverse habitats. We present a high quality genome sequence of domesticated …",https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3378239/,"xx Tomato Genome Consortium - Nature, 2012 - ncbi.nlm.nih.gov",2012
The triticeae toolbox: combining phenotype and genotype data to advance small‐grains breeding,"… of phenotype and genotype data generated by the Triticeae Coordinated Agricultural Project 
(TCAP). T3 enables users to define specific … server for operations such as Genome Wide 
Association and Genomic Prediction. New T3 tools to assist plant breeders include a Selection …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.3835/plantgenome2014.12.0099,"VC Blake, C Birkett, DE Matthews, DL Hane… - … Plant Genome, 2016 - Wiley Online Library",2016
